d0248a,CC(C)(CO)NC(=O)c1cccc(Cl)c1,../../Flavi_NS5_RdRp/aligned_files/d0248a/d0248a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0248a/d0248a_apo-desolv.pdb
d0376a,CC(C)N1CCN(C(=O)c2cccs2)CC1,../../Flavi_NS5_RdRp/aligned_files/d0376a/d0376a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0376a/d0376a_apo-desolv.pdb
d0759a,O=C(c1ccc2c(c1)OCO2)N1CCCCCC1,../../Flavi_NS5_RdRp/aligned_files/d0759a/d0759a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0759a/d0759a_apo-desolv.pdb
z0922b,CC1(C)OC(=O)c2cc(Br)c(O)cc2O1,../../Flavi_NS5_RdRp/aligned_files/z0922b/z0922b_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/z0922b/z0922b_apo-desolv.pdb
d0503a,COC1CN(S(=O)(=O)N2CCCC2)C1,../../Flavi_NS5_RdRp/aligned_files/d0503a/d0503a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0503a/d0503a_apo-desolv.pdb
d1149a,NC(c1ccccc1)c1ccccc1,../../Flavi_NS5_RdRp/aligned_files/d1149a/d1149a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d1149a/d1149a_apo-desolv.pdb
d0587a,CN(CC1CCOC1)c1ncncc1Cl,../../Flavi_NS5_RdRp/aligned_files/d0587a/d0587a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0587a/d0587a_apo-desolv.pdb
d0567a,CNS(=O)(=O)c1cccc(C)c1F,../../Flavi_NS5_RdRp/aligned_files/d0567a/d0567a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0567a/d0567a_apo-desolv.pdb
d0249a,CC(=O)Nc1ccc(Nc2ccccc2)cc1,../../Flavi_NS5_RdRp/aligned_files/d0249a/d0249a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0249a/d0249a_apo-desolv.pdb
d0258a,O=S1(=O)CCCN1Cc1cccc(F)c1,../../Flavi_NS5_RdRp/aligned_files/d0258a/d0258a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0258a/d0258a_apo-desolv.pdb
d0749a,CN(Cc1cccc(F)c1)S(N)(=O)=O,../../Flavi_NS5_RdRp/aligned_files/d0749a/d0749a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0749a/d0749a_apo-desolv.pdb
d0176a,O=C(c1c(F)cccc1F)N1CCCCCC1,../../Flavi_NS5_RdRp/aligned_files/d0176a/d0176a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0176a/d0176a_apo-desolv.pdb
d1212a,Cc1ccc(CCNc2ccccc2)cn1,../../Flavi_NS5_RdRp/aligned_files/d1212a/d1212a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d1212a/d1212a_apo-desolv.pdb
d0153a,CNS(=O)(=O)c1ccccc1Cl,../../Flavi_NS5_RdRp/aligned_files/d0153a/d0153a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0153a/d0153a_apo-desolv.pdb
d0615a,Cc1ncc(CNc2cncc(F)c2)s1,../../Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0615a/d0615a_apo-desolv.pdb
d0781a,O=C(c1ccco1)N1CCN(C(=O)C2CC2)CC1,../../Flavi_NS5_RdRp/aligned_files/d0781a/d0781a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0781a/d0781a_apo-desolv.pdb
d0693a,N#Cc1ccc(Cn2cnc3ccccc32)cc1,../../Flavi_NS5_RdRp/aligned_files/d0693a/d0693a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0693a/d0693a_apo-desolv.pdb
d0843a,CC(N)c1ccc(NC(=O)C2CC2)cc1,../../Flavi_NS5_RdRp/aligned_files/d0843a/d0843a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0843a/d0843a_apo-desolv.pdb
5hmw-a,O=C(O)Cc1cc(CC(=O)O)cc(-c2ccccc2)c1,../../Flavi_NS5_RdRp/aligned_files/5hmw-a/5hmw-a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/5hmw-a/5hmw-a_apo-desolv.pdb
d0279a,Fc1ccc(NC2CCOCC2)nc1,../../Flavi_NS5_RdRp/aligned_files/d0279a/d0279a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0279a/d0279a_apo-desolv.pdb
d0414a,Fc1cn[nH]c1,../../Flavi_NS5_RdRp/aligned_files/d0414a/d0414a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0414a/d0414a_apo-desolv.pdb
d0644a,COc1ccc(C(=O)C2CCNCC2)cc1,../../Flavi_NS5_RdRp/aligned_files/d0644a/d0644a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0644a/d0644a_apo-desolv.pdb
d0379a,Cc1cc(Cn2nc(C)ccc2=O)on1,../../Flavi_NS5_RdRp/aligned_files/d0379a/d0379a_ligand.mol,../../Flavi_NS5_RdRp/aligned_files/d0379a/d0379a_apo-desolv.pdb
