Retro_OK_batch2-2024-12-12-A,,,,,,,,,,,,,,,,,,,,,,,,,,
smiles,name,SLURM_JOB_ID,fragmenstein_runtime,Multi-SuCOS,HIPPO Pose ID,HIPPO Compound ID,_id,merge_set,original ID,SLURM_JOB_NAME,csv_name,scratch_subdir,fragmenstein_outcome,fragmenstein_mode,fragmenstein_error,inspiration_1,inspiration_2,inspiration_3,red,red-text,blue,blue-text,green,green-text,purple,purple-text
CC(C)(CNC(=O)C(=O)N[C@@H]1CNc2ccccc2C1)c1ccc(F)cn1,v1090a,217078,12.88427,0.400781,93861,33622,5198,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,PFBDAIXHOMSGAJ-HNNXBMFYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217078/C33622-P118,acceptable,expansion,None,z0364a,z0637a,,TRUE,red,,,,,,
Cc1nc(-c2coc3ccccc23)sc1CCC#N,v1091a,217087,0.949111,0.624942,93880,34487,5199,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,BJTKWIOIKORMCX-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch016,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch016.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217087/C34487-P120,acceptable,expansion,None,z0384a,3vws-b,,TRUE,red,,,,,,
Cc1nc(-c2coc3ccccc23)sc1CCC#N,v1091b,217087,1.309126,0.546628,93884,34487,5200,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,BJTKWIOIKORMCX-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch016,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch016.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217087/C34487-P217,acceptable,expansion,None,z0384a,3vws-b,,TRUE,red,,,,,,
CC[C@H](CNCc1cncn1CC)n1cccn1,v1093a,217074,2.517753,0.349883,93972,50536,5201,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,YSJVKKGGBLTACK-GFCCVEGCSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C50536-P1,acceptable,expansion,None,d0378a,z0653a,,TRUE,red,,,,,,
CC[C@H](CNCc1cncn1CC)n1cccn1,v1093b,217074,2.647146,0.39288,93978,50536,5202,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,YSJVKKGGBLTACK-GFCCVEGCSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C50536-P153,acceptable,expansion,None,d0378a,z0653a,,TRUE,red,,,,,,
C[C@H](O)c1nc(-c2coc3ccccc23)cs1,v1095a,217087,1.263124,0.648798,93985,35789,5203,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,DWZHUBCFZQUCDW-QMMMGPOBSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch016,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch016.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217087/C35789-P120,acceptable,expansion,None,z0384a,3vws-b,,TRUE,red,,,,,,
COC[C@@H](OC(=O)CCc1cc2ccccc2o1)c1nccs1,v1096a,217087,3.376985,0.561355,94103,36206,5204,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,YTEOINSOTISOTF-OAHLLOKOSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch016,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch016.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217087/C36206-P120,acceptable,expansion,None,z0384a,3vws-b,,TRUE,red,,,,,,
c1cncc([C@@H]2CCC[C@H](N[C@@H]3CNc4ccccc4C3)C2)c1,v1097a,217078,10.455562,0.46871,94240,34321,5205,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,GEGBVVNPMJIERT-MNEFBYGVSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217078/C34321-P118,acceptable,expansion,None,z0364a,z0637a,,,,,,,,TRUE,purple
C[C@@H](NC(=O)N[C@@H]1CNc2ccccc2C1)c1ccccn1,v1098a,217078,9.061286,0.542038,94358,34509,5206,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,GBVQXXZXPQRUPN-OCCSQVGLSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217078/C34509-P118,acceptable,expansion,None,z0364a,z0637a,,,,,,,,TRUE,purple
Cc1ccc(NC(=O)c2ccncc2)c2cccnc12,v1099a,217074,3.831657,0.606619,94360,28013,5207,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,IMMHZJLASOVDCS-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C28013-P105,acceptable,expansion,None,z0221a,z1040a,,,,TRUE,blue,,,,
O=C(Nc1ccc(Cl)c2ncccc12)c1ccncc1,v1100a,217074,3.122275,0.599096,94375,29639,5208,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,YAOSTISNIUSXMX-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C29639-P105,acceptable,expansion,None,z0221a,z1040a,,,,TRUE,blue,,,,
COc1ccc(NC(=O)c2ccncc2)c2cccnc12,v1101a,217074,4.651396,0.582531,94391,29868,5209,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,NFWMWGWLCYLKNK-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C29868-P105,acceptable,expansion,None,z0221a,z1040a,,TRUE,red,,,,,,
O=C(Nc1ccc(N2CCCCC2)c2ncccc12)c1ccncc1,v1102a,217074,3.719049,0.505623,94453,31603,5210,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,SMFBDVYXDGZYTE-UHFFFAOYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch003.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217074/C31603-P105,acceptable,expansion,None,z0221a,z1040a,,TRUE,red,,,,,,
C[C@H](O)CNC(=O)Nc1cccc(C2CC2)n1,v1103a,217079,5.291258,0.720537,94487,45268,5211,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,TVYONTJMTVLWBP-QMMMGPOBSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C45268-P151,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
CCc1ccncc1NC(=O)NC[C@@H](C)O,v1104a,217079,2.769592,0.709051,94493,45288,5212,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,QTWDIBPWZNXIDX-MRVPVSSYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C45288-P102,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
CCc1ccncc1NC(=O)NC[C@@H](C)O,v1104b,217079,3.85941,0.652302,94501,45288,5213,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,QTWDIBPWZNXIDX-MRVPVSSYSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C45288-P151,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
C[C@@H](CCCc1cccnc1)NC(=O)N[C@H]1CNc2ccccc2C1,v1106a,217078,11.511334,0.384533,94510,34626,5214,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,LMXZPQSQSJQRKZ-MAUKXSAKSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217078/C34626-P118,acceptable,expansion,None,z0364a,z0637a,,TRUE,red,,,,,,
O=C(CSCc1ccccn1)N[C@H]1CNc2ccccc2C1,v1107a,217078,8.756111,0.500917,94531,34717,5215,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,WBVRJIOZKFMTSS-OAHLLOKOSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217078/C34717-P118,acceptable,expansion,None,z0364a,z0637a,,TRUE,red,,,,,,
C[C@H](O)CNC(=O)Nc1cccnc1N1CCCC1,v1108a,217079,6.138051,0.68101,94533,45327,5216,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,MERWPLCUOCXLGQ-JTQLQIEISA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C45327-P102,acceptable,expansion,None,z0211a,z0637a,,,,,,TRUE,green,,
O=C(N[C@@H]1CNc2ccccc2C1)c1ccnc(N2CCNCC2)c1,v1109a,217078,20.611602,0.460967,94595,35691,5217,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,MGIPNSPTORMJKK-INIZCTEOSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch007.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217078/C35691-P118,acceptable,expansion,None,z0364a,z0637a,,TRUE,red,,,,,,
C[C@H](O)CNC(=O)Nc1cnccc1-n1cccn1,v1110a,217079,5.938288,0.585499,94606,45854,5218,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,BZRJTDRSXCSNRN-VIFPVBQESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C45854-P102,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
C[C@H](O)CNC(=O)Nc1cnccc1-n1cccn1,v1110b,217079,7.895594,0.639366,94612,45854,5219,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,BZRJTDRSXCSNRN-VIFPVBQESA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C45854-P151,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
CC(C)Cc1ccnc(NC(=O)NC[C@@H](C)O)c1,v1112a,217079,4.929103,0.569346,94645,46078,5220,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,ZRLXVOMEEDTWJD-SNVBAGLBSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C46078-P102,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
CCCSc1cccc(NC(=O)NC[C@@H](C)O)n1,v1113a,217079,5.235919,0.696776,94658,46079,5221,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,YDJAGHINIIAGLN-SECBINFHSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C46079-P102,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
CCCSc1cccc(NC(=O)NC[C@@H](C)O)n1,v1113b,217079,6.001322,0.694478,94667,46079,5222,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,YDJAGHINIIAGLN-SECBINFHSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C46079-P151,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
Cc1cc(NC(=O)NC[C@H](C)O)ncc1C#N,v1115a,217079,4.068113,0.591718,94712,46310,5223,RdRp_knitwork_green_site_rna_tunnel_pure_fragalysis.sdf,BGMUFSVKJQXEHU-QMMMGPOBSA-N,BulkDock.place:Flavi_NS5_RdRp:RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008,RdRp_knitwork_green_site_rna_tunnel_pure_split4000_batch008.csv,/opt/xchem-fragalysis-2/maxwin/BulkDock/SCRATCH/217079/C46310-P102,acceptable,expansion,None,z0211a,z0637a,,TRUE,red,,,,,,
